"title","location","rent_per_month","rooms","area_sq_m","czynsz","url"
"Ul. Wichrowa _ 3 Pok _ Balkon _ Pierwszy Najem","Krzyki","4000","3","61.82","+ czynsz: 756,41 zł/miesiąc","/pl/oferta/ul-wichrowa-3-pok-balkon-pierwszy-najem-ID4kyPH"
"Biskupin _ 2 Pok _ Rozkład _ Gotowe Do Wprowadzeni","Śródmieście","2500","2","49","+ czynsz: 258,06 zł/miesiąc","/pl/oferta/biskupin-2-pok-rozklad-gotowe-do-wprowadzeni-ID4kyPG"
"Ul. Borowska _ 3 Pok _ Rozkład _ Od Zaraz","Krzyki","2700","3","52","+ czynsz: 500 zł/miesiąc","/pl/oferta/ul-borowska-3-pok-rozklad-od-zaraz-ID4kyPE"
"Mieszkanie, 48,77 m², Wrocław","Psie Pole","2600","2","48.77","+ czynsz: 550 zł/miesiąc","/pl/oferta/mieszkanie-48-77-m-wroclaw-ID4k5Br"
"ul. Piławska_2 pok_balkon_klimatyzacja_Od Zaraz","Krzyki","2500","2","43","+ czynsz: 650 zł/miesiąc","/pl/oferta/ul-pilawska-2-pok-balkon-klimatyzacja-od-zaraz-ID4kyMo"
"Pretficza- spokojne miejsce!","Krzyki","2800","2","50.41","+ czynsz: poszukaj w opisie","/pl/oferta/pretficza-spokojne-miejsce-ID4kyKu"
"Wynajmę NOWE 2 pokoje Krzyki Planty Racławickie","Krzyki","3300","2","41","+ czynsz: 550 zł/miesiąc","/pl/oferta/wynajme-nowe-2-pokoje-krzyki-planty-raclawickie-ID4iToT"
"Mieszkanie typu studio 40m-Ołtaszyn Wrocław-2600","Krzyki","2600","1","40","+ czynsz: 300 zł/miesiąc","/pl/oferta/mieszkanie-typu-studio-40m-oltaszyn-wroclaw-2600-ID4kHL8"
"Mieszkanie do wynajęcia ul. Jaracza Wrocław","Śródmieście","2900","2","42","+ czynsz: 450 zł/miesiąc","/pl/oferta/mieszkanie-do-wynajecia-ul-jaracza-wroclaw-ID4kEBf"
"Apartament dwupoziomowy, 5-pok, Ołtaszyn | parking","Krzyki","5900","5","105","+ czynsz: 800 zł/miesiąc","/pl/oferta/apartament-dwupoziomowy-5-pok-oltaszyn-parking-ID4iKVn"
"3 pokoje#Krzyki#Księże#Opolska#Garaż","Krzyki","2500","3","54","+ czynsz: 700 zł/miesiąc","/pl/oferta/3-pokoje-krzyki-ksieze-opolska-garaz-ID4kyEz"
"2 pok#Maślice#Nowe#Garaż#Balkon","Fabryczna","2700","2","50","+ czynsz: 550 zł/miesiąc","/pl/oferta/2-pok-maslice-nowe-garaz-balkon-ID4kyEh"
"(Pl/Ru/Ua) 2 Pokoje | Garaż | Osobna Kuchnia","Fabryczna","2650","2","57","+ czynsz: poszukaj w opisie","/pl/oferta/pl-ru-ua-2-pokoje-garaz-osobna-kuchnia-ID4kyCS"
"3-Pokojowe Przestronne Mieszkanie W Kamienicy Tuz","Śródmieście","3500","3","100","+ czynsz: 300 zł/miesiąc","/pl/oferta/3-pokojowe-przestronne-mieszkanie-w-kamienicy-tuz-ID4kyCn"
"Nowa kawalerka, miejsce postojowe, Hauke Bosaka","Krzyki","2600","1","29","+ czynsz: poszukaj w opisie","/pl/oferta/nowa-kawalerka-miejsce-postojowe-hauke-bosaka-ID4kyB6"
"2 pokoje/Balkon/Klimatyzacja/Oddzielna kuchnia/Gaj","Krzyki","3000","2","49.5","+ czynsz: 700 zł/miesiąc","/pl/oferta/2-pokoje-balkon-klimatyzacja-oddzielna-kuchnia-gaj-ID4kyhJ"
"Mieszkanie 2 pok. przy ul. Podwale/Centrum","Stare Miasto","2600","2","36","+ czynsz: 450 zł/miesiąc","/pl/oferta/mieszkanie-2-pok-przy-ul-podwale-centrum-ID4kyA1"
"Kawalerka ul Krzycka/kom lokatorska/duzy balkon","Krzyki","2100","1","30","+ czynsz: 600 zł/miesiąc","/pl/oferta/kawalerka-ul-krzycka-kom-lokatorska-duzy-balkon-ID4kyzx"
"Loft PREMIUM taras na dachu, garaż, klimatyzacja","Psie Pole","4000","1","35","+ czynsz: 600 zł/miesiąc","/pl/oferta/loft-premium-taras-na-dachu-garaz-klimatyzacja-ID4kyza"
"Centrum-ul.Boya Żeleńskiego/3pok-70m2/Ogród/Top","dolnośląskie","4201","3","70.01","+ czynsz: 900 zł/miesiąc","/pl/oferta/centrum-ul-boya-zelenskiego-3pok-70m2-ogrod-top-ID4kyyU"
"Ul. Inżynierska, Corte Verona, 2 pokoje, garderoba","Krzyki","2800","2","47","+ czynsz: poszukaj w opisie","/pl/oferta/ul-inzynierska-corte-verona-2-pokoje-garderoba-ID4kyxe"
"Kawalerka do wynajęcia - Jedności Narodowej","Śródmieście","2000","1","20","+ czynsz: 230 zł/miesiąc","/pl/oferta/kawalerka-do-wynajecia-jednosci-narodowej-ID4kyuc"
"Mieszkanie 2 pok., Grabiszynska, 5 min do Rynku!","Krzyki","2500","2","42","+ czynsz: poszukaj w opisie","/pl/oferta/mieszkanie-2-pok-grabiszynska-5-min-do-rynku-ID4kyto"
"Mieszkanie 3 pokoje 56 m2 blisko wyspy Słodowej","Śródmieście","3250","3","56","+ czynsz: 800 zł/miesiąc","/pl/oferta/mieszkanie-3-pokoje-56-m2-blisko-wyspy-slodowej-ID4iAJU"
"Lux/ 3 pokoje/ ogród/ miejsce postojowe/ Maślice","Fabryczna","3500","3","52.5","+ czynsz: 600 zł/miesiąc","/pl/oferta/lux-3-pokoje-ogrod-miejsce-postojowe-maslice-ID4kyss"
"Mieszkanie Ołtaszyn 2-pokojowe z osobną kuchnią","Krzyki","2900","2","44","+ czynsz: 600 zł/miesiąc","/pl/oferta/mieszkanie-oltaszyn-2-pokojowe-z-osobna-kuchnia-ID4kypT"
"Wynajmę mieszkanie we Wrocławiu","Nadodrze","2000","1","29","+ czynsz: 400 zł/miesiąc","/pl/oferta/wynajme-mieszkanie-we-wroclawiu-ID4kypt"
"Nowe mieszkanie z dojściem do własności!","Fabryczna","4513","4","92.43","+ czynsz: 1200 zł/miesiąc","/pl/oferta/nowe-mieszkanie-z-dojsciem-do-wlasnosci-ID4kuMw"
"Dla rodziny, 4 pokoje z balkonem w nowym budownict","Krzyki","3900","4","75","+ czynsz: poszukaj w opisie","/pl/oferta/dla-rodziny-4-pokoje-z-balkonem-w-nowym-budownict-ID4kyoK"
"Ekskluzywne mieszkanie na Jagodno","Krzyki","3200","2","45.88","+ czynsz: 600 zł/miesiąc","/pl/oferta/ekskluzywne-mieszkanie-na-jagodno-ID4kfBJ"
"Pierwszy najem, nowe mieszkanie 2 pokojowe.","Psie Pole","2300","2","28","+ czynsz: 426 zł/miesiąc","/pl/oferta/pierwszy-najem-nowe-mieszkanie-2-pokojowe-ID4kdeJ"
"Pierwszy Najem LUX mp, Lokum Porto","Stare Miasto","2800","2","40","+ czynsz: poszukaj w opisie","/pl/oferta/pierwszy-najem-lux-mp-lokum-porto-ID4kgqM"
"Wynajme mieszkanie","Śródmieście","2000","2","50","+ czynsz: 580 zł/miesiąc","/pl/oferta/wynajme-mieszkanie-ID4kybq"
"Nowoczesne 3 pokoje, balkon, klima, pierwszy najem","Śródmieście","4300","3","62.53","+ czynsz: 764,08 zł/miesiąc","/pl/oferta/nowoczesne-3-pokoje-balkon-klima-pierwszy-najem-ID4kynN"
"Komfortowe 2 pokojowe, nowe, Krzyki BEZPOŚREDNIO !","Krzyki","2500","2","36","+ czynsz: 380 zł/miesiąc","/pl/oferta/komfortowe-2-pokojowe-nowe-krzyki-bezposrednio-ID42MEV"
"Wynajmę nowe mieszkanie Krzyki Jagodno","Krzyki","2600","2","44","+ czynsz: 500 zł/miesiąc","/pl/oferta/wynajme-nowe-mieszkanie-krzyki-jagodno-ID4kymF"
"Nowa kawalerka, duży balkon,ul. Kręta, Śródmieście","Śródmieście","2300","1","29.5","+ czynsz: 350 zł/miesiąc","/pl/oferta/nowa-kawalerka-duzy-balkon-ul-kreta-srodmiescie-ID4kymW"
"Krzyki/Kawalerzystów/3 pok./piękne/2 ogródki/garaż","Krzyki","4000","3","74","+ czynsz: 600 zł/miesiąc","/pl/oferta/krzyki-kawalerzystow-3-pok-piekne-2-ogrodki-garaz-ID4kymT"
"Rozkładowe 3 pokoje/Różanka/Obornicka","Psie Pole","2700","3","51","+ czynsz: 700 zł/miesiąc","/pl/oferta/rozkladowe-3-pokoje-rozanka-obornicka-ID4kyml"
"Mikroapartement Starter I ul. Pastura 18","dolnośląskie","2000","1","12","+ czynsz: 1 zł/miesiąc","/pl/oferta/mikroapartement-starter-i-ul-pastura-18-ID4kw9V"
"3 pokoje#Hallera#Grabiszyn","Krzyki","3600","3","79","+ czynsz: 850 zł/miesiąc","/pl/oferta/3-pokoje-hallera-grabiszyn-ID4kyjN"
"2 pok#Muchobór#Roślinna#Mińska","Fabryczna","2550","2","38","+ czynsz: 200 zł/miesiąc","/pl/oferta/2-pok-muchobor-roslinna-minska-ID4kyjr"
"3-pokojowe mieszkanie z tarasem przy ulice Kurkowa","Śródmieście","5500","3","68","+ czynsz: 900 zł/miesiąc","/pl/oferta/3-pokojowe-mieszkanie-z-tarasem-przy-ulice-kurkowa-ID4kyj2"
"2pok-Balkon-Parking-Widoki-Krzyki-Centrum-Wichrowa","Krzyki","3400","2","60","+ czynsz: 650 zł/miesiąc","/pl/oferta/2pok-balkon-parking-widoki-krzyki-centrum-wichrowa-ID4kyiV"
"Jana Pawła II- Centrum-Rynek-2pok-Stare Miasto","Stare Miasto","4000","2","50","+ czynsz: 700 zł/miesiąc","/pl/oferta/jana-pawla-ii-centrum-rynek-2pok-stare-miasto-ID4kyig"
"Mieszkanie, 54 m², Wrocław","Krzyki","2900","2","54","+ czynsz: 570 zł/miesiąc","/pl/oferta/mieszkanie-54-m-wroclaw-ID4eflE"
"2 pok. mieszkanie na parterze parking Sołtysowice","Psie Pole","2600","2","29.5","+ czynsz: poszukaj w opisie","/pl/oferta/2-pok-mieszkanie-na-parterze-parking-soltysowice-ID4kyhE"
"Nowoczesna duża kawalerka po remoncie generalnym","Psie Pole","2200","1","27.5","+ czynsz: poszukaj w opisie","/pl/oferta/nowoczesna-duza-kawalerka-po-remoncie-generalnym-ID4kyhf"
"Nowoczesna duża kawalerka po remoncie generalnym","Psie Pole","2200","1","25.5","+ czynsz: poszukaj w opisie","/pl/oferta/nowoczesna-duza-kawalerka-po-remoncie-generalnym-ID4kyfM"
"Apartamenty Strzegomska, umeblowane, balkon!","Fabryczna","2400","2","50","+ czynsz: 650 zł/miesiąc","/pl/oferta/apartamenty-strzegomska-umeblowane-balkon-ID4kkfS"
"Zadbane 2 pok. mieszkanie w atrakcyjnej lokalizacj","Fabryczna","3000","2","42","+ czynsz: 450 zł/miesiąc","/pl/oferta/zadbane-2-pok-mieszkanie-w-atrakcyjnej-lokalizacj-ID4jScv"
"Lokalizacja, lokalizacja i jeszcze raz lokalizacja","Stare Miasto","2000","2","40","+ czynsz: 660 zł/miesiąc","/pl/oferta/lokalizacja-lokalizacja-i-jeszcze-raz-lokalizacja-ID4kyd8"
"Przestronne, komfortowe 3 pokojowe - ciche, klima","Fabryczna","3500","3","60.4","+ czynsz: 800 zł/miesiąc","/pl/oferta/przestronne-komfortowe-3-pokojowe-ciche-klima-ID4kye5"
"3 pokoje / 2 balkony / m. postojowe /ul Pułaskiego","Krzyki","4000","3","55","+ czynsz: poszukaj w opisie","/pl/oferta/3-pokoje-2-balkony-m-postojowe-ul-pulaskiego-ID4k4PD"
"Legnicka / 2 pokoje / rozkładowe / balkon","Fabryczna","3200","2","47","+ czynsz: poszukaj w opisie","/pl/oferta/legnicka-2-pokoje-rozkladowe-balkon-ID4jWXy"
"Mieszkanie na Książu Małym","Krzyki","3000","3","64","+ czynsz: 1000 zł/miesiąc","/pl/oferta/mieszkanie-na-ksiazu-malym-ID4hOfY"
"nowe – Madalińskiego 3/51 - bez pośredników","Krzyki","2792","2","37.26","+ czynsz: 347 zł/miesiąc","/pl/oferta/nowe-madalinskiego-3-51-bez-posrednikow-ID4kaBF"
"3-pokojowe mieszkanie idealne do rodziny! ATUT,WIS","Fabryczna","4600","3","53","+ czynsz: 750 zł/miesiąc","/pl/oferta/3-pokojowe-mieszkanie-idealne-do-rodziny-atut-wis-ID4kxUq"
"3 pokoje + kuchnia/ Grabiszyńska/ wolne od 01.04","Fabryczna","3000","3","43","+ czynsz: poszukaj w opisie","/pl/oferta/3-pokoje-kuchnia-grabiszynska-wolne-od-01-04-ID4hN4A"
"Małopanewska/Lux/Taras/Ogródek/Garaż","Fabryczna","2800","2","42","+ czynsz: poszukaj w opisie","/pl/oferta/malopanewska-lux-taras-ogrodek-garaz-ID4kxN7"
"Przepiekny Apartament z Widokem na Odrę 11 Piętro","Stare Miasto","4200","2","65","+ czynsz: poszukaj w opisie","/pl/oferta/przepiekny-apartament-z-widokem-na-odre-11-pietro-ID4kxKE"
"Apartament 2 pokojowy w Rezydencji Tumskiej","Śródmieście","3400","2","57","+ czynsz: 860 zł/miesiąc","/pl/oferta/apartament-2-pokojowy-w-rezydencji-tumskiej-ID4jKS5"
"Dwupokojowe tuż przy Parku Grabiszyńskim.","Fabryczna","2600","2","50","+ czynsz: 316 zł/miesiąc","/pl/oferta/dwupokojowe-tuz-przy-parku-grabiszynskim-ID4kxGS"
"Dwupokojowe, idealna lokalizacja, Pl. Grunwaldzki.","Śródmieście","2500","2","53","+ czynsz: 880 zł/miesiąc","/pl/oferta/dwupokojowe-idealna-lokalizacja-pl-grunwaldzki-ID4kxGQ"
"Ok. Ogrodu Botanicznego, 2 pok. 53m2, balkon, kl","Śródmieście","3800","2","53","+ czynsz: 500 zł/miesiąc","/pl/oferta/ok-ogrodu-botanicznego-2-pok-53m2-balkon-kl-ID4kxFW"
"Wysoki standard, Centrum, przy tramwaju,PROMOCJA","Śródmieście","2500","2","28.5","+ czynsz: 450 zł/miesiąc","/pl/oferta/wysoki-standard-centrum-przy-tramwaju-promocja-ID4dBau"
"Mieszkanie 2 pok. - super lokalizacja","Psie Pole","2000","2","30","+ czynsz: 700 zł/miesiąc","/pl/oferta/mieszkanie-2-pok-super-lokalizacja-ID3Ml5m"
"nowe – Białowieska 110/26 - bez pośredników","Fabryczna","2862","2","41.28","+ czynsz: 372 zł/miesiąc","/pl/oferta/nowe-bialowieska-110-26-bez-posrednikow-ID4k0Kn"
"Przytulne Mieszkanie | gotowe | Milo nr 57","Krzyki","1950","1","18.19","+ czynsz: 1950 zł/miesiąc","/pl/oferta/przytulne-mieszkanie-gotowe-milo-nr-57-ID4jYy8"
"ul. Stopnicka, 37,4 m2","Fabryczna","2800","2","37.4","+ czynsz: 390 zł/miesiąc","/pl/oferta/ul-stopnicka-37-4-m2-ID4kxvT"
"ul.Sądowa 9 / Centrum/ 3 pokoje / 68m2 /od 01.05","Wrocław","4000","3","68","+ czynsz: poszukaj w opisie","/pl/oferta/ul-sadowa-9-centrum-3-pokoje-68m2-od-01-05-ID4kxrq"
"Atal/ ul.Sikorskiego/70m2 3 pokoje/2x taras/wolne!","Stare Miasto","6000","3","71","+ czynsz: poszukaj w opisie","/pl/oferta/atal-ul-sikorskiego-70m2-3-pokoje-2x-taras-wolne-ID4kxnj"
"2-pokoje / Centrum / Wysoki standard","Stare Miasto","3499","2","48","+ czynsz: poszukaj w opisie","/pl/oferta/2-pokoje-centrum-wysoki-standard-ID4kxkR"
"2-pokojowe / Od kwietnia / Centrum","Stare Miasto","2100","2","32","+ czynsz: poszukaj w opisie","/pl/oferta/2-pokojowe-od-kwietnia-centrum-ID4kxkP"
"Urocze Mieszkanie | gotowe | Milo nr 23","Krzyki","1950","1","17.83","+ czynsz: 1950 zł/miesiąc","/pl/oferta/urocze-mieszkanie-gotowe-milo-nr-23-ID4jnl9"
"3-pokojowe / Dobra cena / Od zaraz","Krzyki","3050","3","47","+ czynsz: poszukaj w opisie","/pl/oferta/3-pokojowe-dobra-cena-od-zaraz-ID4kxga"
"Mieszkanie - Wrocław Ołtaszyn","Krzyki","2700","2","40","+ czynsz: poszukaj w opisie","/pl/oferta/mieszkanie-wroclaw-oltaszyn-ID4kxf1"
"Wrocław-Krzyki-Jesionowa 2 pok. Widok panoramiczny","Krzyki","2990","2","50","+ czynsz: poszukaj w opisie","/pl/oferta/wroclaw-krzyki-jesionowa-2-pok-widok-panoramiczny-ID4kjBV"
"nowe – Kopycińskiego 7/37 - bez pośredników","Krzyki","2382","2","41.83","+ czynsz: 356 zł/miesiąc","/pl/oferta/nowe-kopycinskiego-7-37-bez-posrednikow-ID4kxcF"
"Na wynajem - Duże| 3 pokojowe - 75 m2 - 2x balkon","Fabryczna","4100","3","75","+ czynsz: 632 zł/miesiąc","/pl/oferta/na-wynajem-duze-3-pokojowe-75-m2-2x-balkon-ID4kxbr"
"Klimatyzacja*Balkon*Wysoki Standard*Pierwszy Najem","Krzyki","2900","1","28","+ czynsz: 600 zł/miesiąc","/pl/oferta/klimatyzacjabalkonwysoki-standardpierwszy-najem-ID4kxbd"
"4 pokojowe w willi obok Hali Stulecia i parku","Śródmieście","5000","4","110","+ czynsz: poszukaj w opisie","/pl/oferta/4-pokojowe-w-willi-obok-hali-stulecia-i-parku-ID4kyRc"
"Okazja ! nowe mieszkanie do wynajęcia EN, RU, DE","Krzyki","2850","2","47.5","+ czynsz: 670 zł/miesiąc","/pl/oferta/okazja-nowe-mieszkanie-do-wynajecia-en-ru-de-ID4kCAH"
"Trzypokojowe komfortowe mieszkanie z widokiem","Krzyki","3500","3","57.5","+ czynsz: 1000 zł/miesiąc","/pl/oferta/trzypokojowe-komfortowe-mieszkanie-z-widokiem-ID48ujU"
"Okolice Afgańskiej","Krzyki","1800","1","16","+ czynsz: 300 zł/miesiąc","/pl/oferta/okolice-afganskiej-ID4kxb6"
"Traugutta/Walońska 2 oddzielne sypialnie+kuchnia","Stare Miasto","3800","2","44","+ czynsz: 550 zł/miesiąc","/pl/oferta/traugutta-walonska-2-oddzielne-sypialnie-kuchnia-ID4jZMR"
"2 pokoje z klimatyzacją Stare Miasto Młyn Maria","Śródmieście","2999","2","34","+ czynsz: 450 zł/miesiąc","/pl/oferta/2-pokoje-z-klimatyzacja-stare-miasto-mlyn-maria-ID4kx8p"
"Nowe wykończone i umeblowane mieszkanie","Psie Pole","2900","2","52.68","+ czynsz: 550 zł/miesiąc","/pl/oferta/nowe-wykonczone-i-umeblowane-mieszkanie-ID4k6Pi"
"Kawalerka | Antresola | Ogródek | Garaż","Krzyki","2600","1","32","+ czynsz: 504 zł/miesiąc","/pl/oferta/kawalerka-antresola-ogrodek-garaz-ID4kx0t"
"2 pok. mieszkanie 47m2, miejsce postojowe, Złotnik","Fabryczna","2500","2","47","+ czynsz: 500 zł/miesiąc","/pl/oferta/2-pok-mieszkanie-47m2-miejsce-postojowe-zlotnik-ID4kvYF"
"3 Pokoje, Sołtysowice/ul. Wojaczka, Balkon","Psie Pole","3000","3","54","+ czynsz: 450 zł/miesiąc","/pl/oferta/3-pokoje-soltysowice-ul-wojaczka-balkon-ID4kvWa"
"Duża kawalerka przy samym Rynku, ul. Kotlarska","Stare Miasto","2600","1","30","+ czynsz: poszukaj w opisie","/pl/oferta/duza-kawalerka-przy-samym-rynku-ul-kotlarska-ID4kvUH"
"Mieszkanie 53 m2 Sky Tower","Krzyki","4500","2","53","+ czynsz: 1700 zł/miesiąc","/pl/oferta/mieszkanie-53-m2-sky-tower-ID4f95w"
"Piękne, Nowe, 2 Pokojowe Mieszkanie Z Garażem","Krzyki","2700","2","56.81","+ czynsz: 650 zł/miesiąc","/pl/oferta/piekne-nowe-2-pokojowe-mieszkanie-z-garazem-ID4kvT8"
"Apartament Jana Pawła","Śródmieście","5500","1","34","+ czynsz: poszukaj w opisie","/pl/oferta/apartament-jana-pawla-ID4kvSE"
"Do wynajęcia przestronny apartament tuż przy lesie","Fabryczna","4000","4","79","+ czynsz: 800 zł/miesiąc","/pl/oferta/do-wynajecia-przestronny-apartament-tuz-przy-lesie-ID4kvSd"
"Kurkowa 32 | Garaż w cenie | Balkon | Blisko rynku","Nadodrze","2900","2","50","+ czynsz: 700 zł/miesiąc","/pl/oferta/kurkowa-32-garaz-w-cenie-balkon-blisko-rynku-ID4kvRi"
"Wyjątkowe Studio w prestiżowym budynku Ovo","Rynek","3700","1","35.04","+ czynsz: 630 zł/miesiąc","/pl/oferta/wyjatkowe-studio-w-prestizowym-budynku-ovo-ID4kvPC"
"Dwa pokoje niedaleko ronda przy Powstańców Śląskic","Krzyki","5500","2","53.8","+ czynsz: 700 zł/miesiąc","/pl/oferta/dwa-pokoje-niedaleko-ronda-przy-powstancow-slaskic-ID4jWlb"
"Kawalerka z osobną sypialnią, Jastrzębia","Krzyki","2100","1","35","+ czynsz: 490 zł/miesiąc","/pl/oferta/kawalerka-z-osobna-sypialnia-jastrzebia-ID4jVCm"
"2 pokoje w Atal Towers !","Stare Miasto","2900","2","45","+ czynsz: 500 zł/miesiąc","/pl/oferta/2-pokoje-w-atal-towers-ID4jW7m"
"Apartament w Rynku, 2pok, nowe, wysoki standard","Stare Miasto","5000","2","40","+ czynsz: 500 zł/miesiąc","/pl/oferta/apartament-w-rynku-2pok-nowe-wysoki-standard-ID4jkQD"
"Mieszkanie z tarasem w centrum Wrocławia","Stare Miasto","5000","2","50","+ czynsz: 500 zł/miesiąc","/pl/oferta/mieszkanie-z-tarasem-w-centrum-wroclawia-ID4iNxS"
"Piękny apartament przy Ogrodzie Botanicznym","Śródmieście","10","4","91.39","+ czynsz: 1000 zł/miesiąc","/pl/oferta/piekny-apartament-przy-ogrodzie-botanicznym-ID4iPSK"
"Mieszkanie 4-pokojowe na ulicy Rymarskiej","Krzyki","10","4","107","+ czynsz: 1200 zł/miesiąc","/pl/oferta/mieszkanie-4-pokojowe-na-ulicy-rymarskiej-ID4hydH"
"Polecam 3pok. mieszkanie z klimatyzacją, Gaj","Krzyki","3200","3","70","+ czynsz: poszukaj w opisie","/pl/oferta/polecam-3pok-mieszkanie-z-klimatyzacja-gaj-ID4jfHw"
"Luksusowy apartament 2-poziomowy blisko Parku Płd.","Krzyki","12","5","230","+ czynsz: poszukaj w opisie","/pl/oferta/luksusowy-apartament-2-poziomowy-blisko-parku-pld-ID4gvWn"
"Mieszkanie - dwa pokoje i kuchnia 41m2 ul Opolska","Krzyki","2800","2","41.24","+ czynsz: 600 zł/miesiąc","/pl/oferta/mieszkanie-dwa-pokoje-i-kuchnia-41m2-ul-opolska-ID4hCmW"
"Kościuszki/Pułaskiego, Nowy budynek, I-szy najem","Stare Miasto","2500","1","30","+ czynsz: 500 zł/miesiąc","/pl/oferta/kosciuszki-pulaskiego-nowy-budynek-i-szy-najem-ID4kvGY"
"Wrocław-Krzyki-Komandorska obok Sky Tower","Krzyki","2290","2","38","+ czynsz: 369 zł/miesiąc","/pl/oferta/wroclaw-krzyki-komandorska-obok-sky-tower-ID4kvEj"
"Przytulne Mieszkanie | gotowe | Milo nr 59","Krzyki","1950","1","18.19","+ czynsz: 1950 zł/miesiąc","/pl/oferta/przytulne-mieszkanie-gotowe-milo-nr-59-ID4jYy6"
"Hallera, mieszkanie dwupoziomowe po remoncie, balk","Fabryczna","3500","3","79","+ czynsz: 380 zł/miesiąc","/pl/oferta/hallera-mieszkanie-dwupoziomowe-po-remoncie-balk-ID4kvCv"
"2 pokojowe, rozkładowe mieszkanie blisko centrum!","Stare Miasto","2300","2","42","+ czynsz: 712 zł/miesiąc","/pl/oferta/2-pokojowe-rozkladowe-mieszkanie-blisko-centrum-ID4kvCb"
"Lux* pierwszy najem *2 pok *przytulne* ogródek","Psie Pole","2500","2","40","+ czynsz: 550 zł/miesiąc","/pl/oferta/lux-pierwszy-najem-2-pok-przytulne-ogrodek-ID4kvAo"
"2 pokojowe, garaż, komórka, centrum ul. Kościuszki","Śródmieście","2600","2","47","+ czynsz: 645 zł/miesiąc","/pl/oferta/2-pokojowe-garaz-komorka-centrum-ul-kosciuszki-ID4kvzq"
"Luksusowe 3 pokoje z wanną w sypialni","Krzyki","4000","3","64","+ czynsz: 800 zł/miesiąc","/pl/oferta/luksusowe-3-pokoje-z-wanna-w-sypialni-ID4kvxR"
"Mieszkanie - Wrocław Śródmieście","Śródmieście","5000","3","103","+ czynsz: poszukaj w opisie","/pl/oferta/mieszkanie-wroclaw-srodmiescie-ID4kvtQ"
"Przytulne Mieszkanie | gotowe | Milo nr 37","Krzyki","1950","1","18.31","+ czynsz: 1950 zł/miesiąc","/pl/oferta/przytulne-mieszkanie-gotowe-milo-nr-37-ID4jYyW"
"Super mieszkanie! 3 pok. Białowieska -ok. Magnolii","Fabryczna","3300","3","76","+ czynsz: poszukaj w opisie","/pl/oferta/super-mieszkanie-3-pok-bialowieska-ok-magnolii-ID4kvpW"
"Wrocław-Krzyki-Klecina Apartment with terrace","Krzyki","2390","2","42","+ czynsz: 450 zł/miesiąc","/pl/oferta/wroclaw-krzyki-klecina-apartment-with-terrace-ID4kvoh"
"Przytulne Mieszkanie | gotowe | Milo nr 47","Krzyki","1950","1","18.29","+ czynsz: 1950 zł/miesiąc","/pl/oferta/przytulne-mieszkanie-gotowe-milo-nr-47-ID4jYyl"
"2 pokoje|po generalnym remoncie|blisko centrum","Krzyki","3000","2","34","+ czynsz: 500 zł/miesiąc","/pl/oferta/2-pokoje-po-generalnym-remoncie-blisko-centrum-ID4kvny"
"Rynek, mieszkanie 1 pokoje na I p.","Rynek","3000","1","36","+ czynsz: 520 zł/miesiąc","/pl/oferta/rynek-mieszkanie-1-pokoje-na-i-p-ID4kvmc"
"Nyska Residence_Kawalerka_M.Postojowe_Od 1.04","Krzyki","2000","1","33","+ czynsz: 500 zł/miesiąc","/pl/oferta/nyska-residence-kawalerka-m-postojowe-od-1-04-ID4kvlN"
"Top/40m2-2pok/Balkon/Garaż/1 Najem/Hit","Krzyki","2500","2","40","+ czynsz: 550 zł/miesiąc","/pl/oferta/top-40m2-2pok-balkon-garaz-1-najem-hit-ID4kvkS"
"Dwa pokoje i oddzielna kuchnia +klimatyzacja","Krzyki","2500","2","33","+ czynsz: 600 zł/miesiąc","/pl/oferta/dwa-pokoje-i-oddzielna-kuchnia-klimatyzacja-ID4kvkA"
"Przytulne mieszkanie 3 pokoje, 56m2, Sołtysowice","Psie Pole","3500","3","56","+ czynsz: 500 zł/miesiąc","/pl/oferta/przytulne-mieszkanie-3-pokoje-56m2-soltysowice-ID4kvjD"
"2 pok | Klimatyzacja | Balkon","Psie Pole","2800","2","42","+ czynsz: poszukaj w opisie","/pl/oferta/2-pok-klimatyzacja-balkon-ID4kvi3"
"nowe – Madalińskiego 3/29A - boczna Pułaskiego","Krzyki","2727","2","32.84","+ czynsz: 309 zł/miesiąc","/pl/oferta/nowe-madalinskiego-3-29a-boczna-pulaskiego-ID4kvfC"
"NOWY Lux 54m2 Klima 2Balkony Garaż Centrum Premium","Wrocław","6000","2","54","+ czynsz: 650 zł/miesiąc","/pl/oferta/nowy-lux-54m2-klima-2balkony-garaz-centrum-premium-ID4kveO"
"Wrocław, Krzyki, Jesionowa","Krzyki","3300","2","44","+ czynsz: poszukaj w opisie","/pl/oferta/wroclaw-krzyki-jesionowa-ID4kvek"
"nowe – Białowieska 120/31 - bez pośredników","Fabryczna","3025","2","47.68","+ czynsz: 430 zł/miesiąc","/pl/oferta/nowe-bialowieska-120-31-bez-posrednikow-ID4kvdn"
"nowe –Białowieska 120/13 - bez pośredników","Fabryczna","2729","2","37.36","+ czynsz: 337 zł/miesiąc","/pl/oferta/nowe-bialowieska-120-13-bez-posrednikow-ID4ktMY"
"Racławicka Apartment With 1000 Sqm Garden","Krzyki","8000","4","140","+ czynsz: poszukaj w opisie","/pl/oferta/raclawicka-apartment-with-1000-sqm-garden-ID4kvcu"
